도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
에덴작은도서관,광주광역시,북구,작은도서관,매주 일요일,10:00,18:00,10:00,16:00,00:00,00:00,50,20100,0,0,3,7,광주광역시 북구 양일로 62(연제동),,062-432-5354,,81.12,,35.19741757,126.871692,2020-07-03,3620000,광주광역시 북구
여우고개어린이문고,광주광역시,북구,작은도서관,매주 토·일요일,12:00,19:00,00:00,00:00,00:00,00:00,28,2500,0,0,3,7,광주광역시 북구 서암대로 284(중흥동),,062-524-2076,,33,,35.16572768,126.9145721,2020-07-03,3620000,광주광역시 북구
연꽃못작은도서관,광주광역시,북구,작은도서관,매주 일요일,09:00,18:00,09:00,13:00,00:00,00:00,12,3330,0,22,3,7,"광주광역시 북구 중문로 55 (우산동, 주공3차아파트관리사무소)",,062-266-3853,,54,,35.17800347,126.9187881,2020-07-03,3620000,광주광역시 북구
연제신안작은도서관,광주광역시,북구,작은도서관,없음,10:00,18:00,10:00,18:00,00:00,00:00,24,3500,0,0,3,7,광주광역시 북구 양산제로 70-7(연제동),,062-576-8291,,100,,35.20079055,126.8701054,2020-07-03,3620000,광주광역시 북구
연제큰꿈작은도서관문고,광주광역시,북구,작은도서관,매주 일요일,10:00,18:00,13:00,18:00,00:00,00:00,40,4900,0,0,3,7,광주광역시 북구 양산제로 112(연제동) 관리동 2층,,062-251-9119,,128.174,,35.20308067,126.8707475,2020-07-03,3620000,광주광역시 북구
예그리나작은도서관,광주광역시,북구,작은도서관,매주 토·일요일,09:30,17:30,00:00,00:00,00:00,00:00,8,1549,0,22,3,7,광주광역시 북구 효죽로 2-1(중흥동),,070-4113-8127,,37.29,,35.169725,126.915272,2020-07-03,3620000,광주광역시 북구
예은작은도서관,광주광역시,북구,작은도서관,매주 토·일요일,10:00,18:00,00:00,00:00,00:00,00:00,15,2000,0,0,3,7,광주광역시 북구 군왕로168번길 50(두암동),,062-263-8004,,33,,35.17553339,126.936276,2020-07-03,3620000,광주광역시 북구
오치세우는작은도서관,광주광역시,북구,작은도서관,매주 일요일,10:00,18:00,11:00,16:00,00:00,00:00,40,2960,0,0,3,7,광주광역시 북구 우치로228번길 47(오치동),,062-264-3927,,66,,35.18662332,126.9077167,2020-07-03,3620000,광주광역시 북구
용봉주공작은도서관,광주광역시,북구,작은도서관,매주 일요일,09:00,18:00,09:00,17:00,00:00,00:00,15,2795,0,0,3,7,"광주광역시 북구 서하로 128(용봉동,관리사무소)",,062-575-0503,,39.56,,35.1872075,126.8945935,2020-07-03,3620000,광주광역시 북구
웃음꽃도서관,광주광역시,북구,작은도서관,매주 일·월요일,10:00,18:00,10:00,18:00,00:00,00:00,9,20200,1,110,3,7,"광주광역시 북구 일곡로 41번길,44 101호(일곡동)",,062-613-7732,,40,,35.209404,126.891383,2020-07-03,3620000,광주광역시 북구
은혜작은도서관,광주광역시,북구,작은도서관,매주 일·월요일,11:00,18:00,15:00,18:00,00:00,00:00,11,1600,0,0,3,7,광주광역시 북구 문화소통로302번길 35(문화동),,062-266-6399,,33.54,,35.18151367,126.9278353,2020-07-03,3620000,광주광역시 북구
이음도서관,광주광역시,북구,작은도서관,"매주 토·일요일, 국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,17,2684,0,0,3,7,광주광역시 북구 삼정로 7(두암동),,062-266-8183,,47,,35.1652894610,126.9345848119,2020-07-03,3620000,광주광역시 북구
임동뜨란채희망도서관,광주광역시,북구,작은도서관,매주 일요일,09:00,19:00,09:00,13:00,00:00,00:00,20,3200,0,0,3,7,"광주광역시 북구 천변우로 11-1(임동, 관리사무소)",,062-511-2255,,106.085,,35.16917613,126.8859318,2020-07-03,3620000,광주광역시 북구
임동청소년문고,광주광역시,북구,작은도서관,매주 일요일,11:00,20:00,00:00,00:00,00:00,00:00,10,2624,55,0,3,7,광주광역시 북구 서림로100번길 20-12(임동),,062-528-0819,,82.5,,35.16253333,126.8961884,2020-07-03,3620000,광주광역시 북구
자우리작은도서관,광주광역시,북구,작은도서관,매주 토·일요일,09:00,18:00,00:00,00:00,00:00,00:00,12,4347,0,0,3,7,"광주광역시 북구 양산택지로34번길 22(양산동, LG그린자이2차관리사무소)",,062-572-5070,,54,,35.20940213,126.8825238,2020-07-03,3620000,광주광역시 북구
주민작은도서관,광주광역시,북구,작은도서관,매주 토·일요일,13:00,19:00,00:00,00:00,00:00,00:00,15,1600,1,0,3,7,광주광역시 북구 용전마을길 9-3(용전동),,062-255-4020,,47.1,,35.23719283,126.8945772,2020-07-03,3620000,광주광역시 북구
주안문고,광주광역시,북구,작은도서관,매주 토·일요일,12:00,19:00,00:00,00:00,00:00,00:00,12,10000,0,0,3,7,광주광역시 북구 설죽로214번길 107-8(용봉동),,062-529-3162,,66.5,,35.17837438,126.9034402,2020-07-03,3620000,광주광역시 북구
중흥작은도서관,광주광역시,북구,작은도서관,매주 토·일요일,12:00,20:00,00:00,00:00,00:00,00:00,12,2500,0,0,3,7,광주광역시 북구 우치로 12(중흥동),,062-524-0958,,60.35,,35.16860567,126.9107579,2020-07-03,3620000,광주광역시 북구
참좋은작은도서관,광주광역시,북구,작은도서관,매주 토·일요일,13:00,18:00,00:00,00:00,00:00,00:00,6,4000,0,0,3,7,광주광역시 북구 복룡길 2 (신용동),,062-574-7009,,99,,35.21451604,126.8665207,2020-07-03,3620000,광주광역시 북구
참터문고,광주광역시,북구,작은도서관,매주 일요일,10:00,19:00,00:00,00:00,00:00,00:00,10,4000,0,4,3,7,"광주광역시 북구 반룡로33(용봉동), 3층",,062-526-3689,,33.3,,35.17923095,126.9015553,2020-07-03,3620000,광주광역시 북구
책과벗하는사랑방,광주광역시,북구,작은도서관,매주 토·일요일,09:00,18:00,00:00,00:00,00:00,00:00,33,2000,33,0,3,7,"광주광역시 북구 매곡로 93, 관리동 3층(매곡동)",,062-575-3034,,85,,35.1930228,126.8902598,2020-07-03,3620000,광주광역시 북구
책돌이도서관,광주광역시,북구,작은도서관,매주 일요일,11:00,17:00,11:00,17:00,00:00,00:00,36,12500,7,0,3,7,광주광역시 북구 우치로 235(오치동),,062-266-7279,,99,,35.18584611,126.9050782,2020-07-03,3620000,광주광역시 북구
책향기작은도서관,광주광역시,북구,작은도서관,매주 일요일,10:00,19:00,10:00,15:00,00:00,00:00,15,3200,4,0,3,7,광주광역시 북구 하백로29번길 13(매곡동),,062-573-1357,,66,,35.19037555,126.8893103,2020-07-03,3620000,광주광역시 북구
첨단자이2단지작은도서관,광주광역시,북구,작은도서관,매주 토·일요일,09:00,18:00,00:00,00:00,00:00,00:00,10,1200,1,0,3,7,"광주광역시 북구 임방울대로 1020(신용동, 첨단자이2단지아파트관리사무소)",,062-575-4451,,46.1,,35.21119486,126.8692718,2020-07-03,3620000,광주광역시 북구
청년센터아카이브,광주광역시,북구,작은도서관,없음,10:00,23:00,10:00,23:00,00:00,00:00,16,20000,0,0,3,7,광주광역시 북구 반룡로42번길 23 (용봉동) 3층,,070-4175-0957,,53,,35.17759115,126.9023784,2020-07-03,3620000,광주광역시 북구
카리타스작은도서관,광주광역시,북구,작은도서관,매주 일요일,09:00,18:00,00:00,00:00,00:00,00:00,29,7167,0,0,3,7,광주광역시 북구 서하로194번길 6(오치동),,062-263-8200,,71.2,,35.18543902,126.9009769,2020-07-03,3620000,광주광역시 북구
콩세알작은도서관,광주광역시,북구,작은도서관,매주 일요일,10:00,18:00,10:00,14:00,00:00,00:00,12,4700,1,420,3,7,"광주광역시 북구 첨단연신로 245(건국동, 첨단2 휴먼시아)",,062-430-8295,,130,,35.20783079,126.8594152,2020-07-03,3620000,광주광역시 북구
탈무드작은도서관,광주광역시,북구,작은도서관,없음,09:00,17:00,09:00,14:00,00:00,00:00,30,6000,2,13,3,7,광주광역시 북구 양산제로 25(양산동),,062-571-2919,,99,,35.1997585,126.8726503,2020-07-03,3620000,광주광역시 북구
파랑새작은도서관,광주광역시,북구,작은도서관,없음,12:00,18:00,12:00,18:00,00:00,00:00,27,3500,0,0,3,7,광주광역시 북구 양일로 100 (양산동),,062-573-7778,,89.1,,35.1975841,126.875803,2020-07-03,3620000,광주광역시 북구
푸른꿈작은도서관,광주광역시,북구,작은도서관,매주 토·일요일,10:00,17:00,00:00,00:00,00:00,00:00,20,3150,0,0,3,7,광주광역시 북구 동림용산로 12(동림 푸른마을4단지),,062-514-4986,,144,,35.188748,126.8696723,2020-07-03,3620000,광주광역시 북구
푸른샘작은도서관,광주광역시,북구,작은도서관,매주 토·일요일,11:00,17:00,00:00,00:00,00:00,00:00,50,20000,0,0,3,7,광주광역시 북구 북문대로 242번길 3(동림동),,070-7760-5491,,39,,35.18751798,126.8658446,2020-07-03,3620000,광주광역시 북구
푸른숲작은도서관(삼각),광주광역시,북구,작은도서관,매주 토·일요일,15:00,20:00,00:00,00:00,00:00,00:00,38,20100,0,0,3,7,광주광역시 북구 첨단연신로133번길 7 지하1층(신용동),,062-574-5117,,67.9,,35.19993745,126.9022638,2020-07-03,3620000,광주광역시 북구
푸른숲작은도서관(첨단),광주광역시,북구,작은도서관,매주 일요일,10:00,18:00,10:00,15:00,00:00,00:00,52,1600,3,0,3,7,광주광역시 북구 송해로 10-15(삼각동),,062-571-0877,,122.51,,35.19993745,126.9022638,2020-07-03,3620000,광주광역시 북구
풍경채작은도서관,광주광역시,북구,작은도서관,매주 일요일,12:00,18:00,13:00,17:00,00:00,00:00,40,9518,2,3,3,7,광주광역시 북구 첨단연신로 216(신용동),,062-671-0064,,116,,35.21118485,126.8572173,2020-07-03,3620000,광주광역시 북구
풍성한작은도서관,광주광역시,북구,작은도서관,매주 일요일,10:00,18:00,10:00,18:00,00:00,00:00,30,5080,2,0,3,7,광주광역시 북구 연양로67번길 14(양산동),,070-8733-7191,,58.32,,35.20774361,126.8752779,2020-07-03,3620000,광주광역시 북구
핑크드림작은도서관,광주광역시,북구,작은도서관,매주 토·일요일,13:00,18:00,00:00,00:00,00:00,00:00,36,5467,5,0,3,7,광주광역시 북구 삼정로 10 (두암동),,062-268-0093,,90,,35.16305554,126.9373175,2020-07-03,3620000,광주광역시 북구
하늘사랑작은도서관,광주광역시,북구,작은도서관,매주 일요일,10:30,18:30,00:00,00:00,00:00,00:00,15,1100,0,0,3,7,광주광역시 북구 군왕로 123 4층(두암동),,000-000-0000,,39.6,,35.17232255,126.9325593,2020-07-03,3620000,광주광역시 북구
하늘씨앗작은도서관,광주광역시,북구,작은도서관,매주 일·월요일,09:00,18:00,13:00,17:00,00:00,00:00,30,2005,0,0,3,7,광주광역시 북구 송월로30번길 47(오치동),,062-575-0760,,60,,35.18649949,126.9159118,2020-07-03,3620000,광주광역시 북구
하백꿈작은도서관,광주광역시,북구,작은도서관,매주 일요일,13:00,18:00,10:00,13:00,00:00,00:00,100,4000,0,0,3,7,"광주광역시 북구 하백로 5번길 6(매곡동, 하백교회), 1층",,062-575-3004,,130,,35.188256,126.8901388,2020-07-03,3620000,광주광역시 북구
한양수자인작은도서관,광주광역시,북구,작은도서관,매주 일·월요일,13:00,18:00,09:00,15:00,00:00,00:00,25,4627,0,0,3,7,"광주광역시 북구 첨단연신로 184 (건국동, 한양수자인아파트)",,062-571-0184,,109.83,,35.21322777,126.8591511,2020-07-03,3620000,광주광역시 북구
해누리작은도서관,광주광역시,북구,작은도서관,매주 월요일,10:00,17:00,10:00,17:00,00:00,00:00,16,5000,2,0,3,7,광주광역시 북구 동문대로180번길 68(두암동),,062-269-9101,,60,,35.17722959,126.9326563,2020-07-03,3620000,광주광역시 북구
현진에버빌작은도서관,광주광역시,북구,작은도서관,매주 토·일요일,10:00,18:00,00:00,00:00,00:00,00:00,40,5100,0,0,3,7,"광주광역시 북구 양산택지소로 20(본촌동, 현진에버빌관리사무소)",,062-433-7222,,141.22,,35.21365394,126.883594,2020-07-03,3620000,광주광역시 북구
효령노인복지타운도서관,광주광역시,북구,작은도서관,매주 토·일요일,09:00,18:00,00:00,00:00,00:00,00:00,31,2200,0,0,3,7,광주광역시 북구 하서로 950 (효령동),,062-603-9994,,55.89,,35.24065006,126.912226,2020-07-03,3620000,광주광역시 북구
인천광역시교육청북구도서관,인천광역시,부평구,공공도서관,매주 월요일,06:00,23:00,06:00,23:00,06:00,23:00,1721,289614,123,39060,5,15,인천광역시 부평구 신트리로 21,인천광역시교육청북구도서관,032-363-5000,9362,8098,https://lib.ice.go.kr/bukgu,37.50658091,126.7236393,2020-07-09,7310237,인천광역시교육청 인천광역시북구도서관
원통도서관,강원도,인제군,공공도서관,"매주 월요일, 공휴일을 제외한 관공서의 공휴일인 경우",09:00,22:00,09:00,22:00,09:00,22:00,104,25697,3,0,5,14,강원도 인제군 북면 금강로 62,강원도 인제군청,033-461-0089,,,www.injeiibrary.com,38.1255640158,128.2055577,2020-06-19,4330000,강원도 인제군
기린도서관,강원도,인제군,공공도서관,"매주 월요일, 공휴일을 제외한 관공서의 공휴일인 경우",09:00,22:00,09:00,22:00,09:00,22:00,54,19139,3,0,5,14,강원도 인제군 기린면 기린로 42번길 11,강원도 인제군청,033-462-2087,,,www.injelibrary.com,37.9552359,128.3190141496,2020-06-19,4330000,강원도 인제군
서화도서관,강원도,인제군,공공도서관,"매주 월요일, 공휴일을 제외한 관공서의 공휴일인 경우",09:00,22:00,09:00,22:00,09:00,22:00,54,17081,2,0,5,14,강원도 인제군 서화면 천도로 81번길 27,강원도 인제군청,033-462-4620,,,www.injeiibrary.com,38.22173047,128.2071503,2020-06-19,4330000,강원도 인제군
보목꿈터,제주특별자치도,서귀포시,작은도서관,매주 일/월/공휴일,13:00,18:00,11:00,17:00,00:00,00:00,28,9688,0,0,3,14,제주특별자치도 서귀포시 칠십리로 483-1 (보목동),보목마을회,064-732-2506,114,114,,33.2417484370,126.6024779,2020-06-30,6520000,제주특별자치도 서귀포시
상창바람소리,제주특별자치도,서귀포시,작은도서관,매주 일/월/공휴일,16:00,19:00,13:00,15:00,00:00,00:00,24,7927,0,0,3,14,제주특별자치도 서귀포시 안덕면 한창로 102,상창리마을회,064-794-6045,200,200,,33.2722780676,126.3660511671,2020-06-30,6520000,제주특별자치도 서귀포시
삼달리,제주특별자치도,서귀포시,작은도서관,매주 월/금/공휴일,14:00,18:00,14:00,18:00,00:00,00:00,20,5226,0,0,3,14,제주특별자치도 서귀포시 성산읍 삼달로 209,삼달1리마을회,064-781-8060,111,111,,33.3742313734,126.8474178221,2020-06-30,6520000,제주특별자치도 서귀포시
동광해바른,제주특별자치도,서귀포시,작은도서관,매주 금/토/공휴일,17:00,21:00,17:00,21:00,00:00,00:00,55,6800,0,0,3,14,제주특별자치도 서귀포시 안덕면 동광로 126,동광리마을회,064-794-2287,189,189,,33.3076041796,126.3399474,2020-06-30,6520000,제주특별자치도 서귀포시
(세화2리)갯머리,제주특별자치도,서귀포시,작은도서관,매주 월/토/공휴일,15:00,19:00,15:00,19:00,00:00,00:00,20,4433,21,0,3,14,제주특별자치도 서귀포시 표선면 일주동로 6276,세화2리마을회,064-787-3420,167,156,,33.3070258,126.8012289610,2020-06-30,6520000,제주특별자치도 서귀포시
(신례1리)예촌,제주특별자치도,서귀포시,작은도서관,매주 수/일/공휴일,14:00,19:00,14:00,19:00,00:00,00:00,29,6441,0,0,3,14,제주특별자치도 서귀포시 남원읍 신례중앙로 37,신례1리마을회,064-767-5200,205,205,,33.2881222069,126.6272191009,2020-06-30,6520000,제주특별자치도 서귀포시
(중앙동)중앙꿈쟁이,제주특별자치도,서귀포시,작은도서관,매주 일/공휴일,13:00,19:00,10:00,18:00,00:00,00:00,50,10064,3,0,3,14,제주특별자치도 서귀포시 동문동로 27 (서귀동),중앙동,070-4548-1409,205,205,,33.25085609,126.565048,2020-06-30,6520000,제주특별자치도 서귀포시
(온평리)열운이,제주특별자치도,서귀포시,작은도서관,매주 수/금/공휴일,13:00,17:00,13:00,17:00,00:00,00:00,26,4314,0,0,3,14,제주특별자치도 서귀포시 성산읍 온평애향로 23번길 6,온평마을회,064-782-8057,165,294,,33.4081354,126.9001726607,2020-06-30,6520000,제주특별자치도 서귀포시
(토산1리)웃토산,제주특별자치도,서귀포시,작은도서관,매주 금/공휴일,13:00,17:00,13:00,17:00,00:00,00:00,20,5900,0,0,3,14,제주특별자치도 서귀포시 표선면 중산간동로 5570번길 2,토산1리마을회,064-787-4019,85,85,,33.3264201,126.7657377844,2020-06-30,6520000,제주특별자치도 서귀포시
(동홍동)퐁낭,제주특별자치도,서귀포시,작은도서관,매주 일/공휴일,14:00,20:00,10:00,18:00,00:00,00:00,27,5483,2,0,3,14,제주특별자치도 서귀포시 동홍중앙로 56,동홍동,064-733-4682,1196,251,,33.25544697,126.5722626,2020-06-30,6520000,제주특별자치도 서귀포시
용흥,제주특별자치도,서귀포시,작은도서관,매주 금/일/공휴일,15:00,19:00,13:00,17:00,00:00,00:00,20,3152,0,0,3,14,제주특별자치도 서귀포시 용흥로 55,용흥마을회,064-739-3669,311,311,,33.2514557014,126.4824168484,2020-06-30,6520000,제주특별자치도 서귀포시
강경도서관,충청남도,논산시,공공도서관,월요일+국가지정공휴일,08:00,21:00,08:00,21:00,00:00,24:00,68,80899,7,1835,5,14,충청남도 논산시 강경읍 계백로 173,충청남도 논산시청,041-746-8980,1961.8,1446.72,http://lib.nonsan.go.kr/lib/sub01_03_02.do,36.15914488,127.0183992,2020-04-23,4540000,충청남도 논산시
광석작은도서관,충청남도,논산시,작은도서관,금요일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,24:00,43,3249,0,0,5,20,충청남도 논산시 광석면 광석로 111,충청남도 논산시청,041-746-8611,123,84,https://www.smalllibrary.org/library/detail/1050679,36.24307296,127.0786417,2020-04-23,4540000,충청남도 논산시
논산열린도서관,충청남도,논산시,공공도서관,월요일+국가지정공휴일,08:00,21:00,08:00,21:00,00:00,24:00,253,35712,27,1835,5,14,충청남도 논산시 관촉로 113-23,충청남도 논산시청,041-746-5981,91709,3328.18,http://lib.nonsan.go.kr/lib/sub01_11_02.do,36.19658131,127.1071744,2020-04-23,4540000,충청남도 논산시
상월주민자치도서관,충청남도,논산시,작은도서관,토요일+일요일+국가지정공휴일,09:00,18:00,00:00,24:00,00:00,24:00,20,3440,0,0,5,20,충청남도 논산시 상월면 백일헌로 1049,충청남도 논산시청,041-746-8675,1927,80,https://www.smalllibrary.org/library/detail/1085491,36.29561259,127.1412686,2020-04-23,4540000,충청남도 논산시
연무도서관,충청남도,논산시,공공도서관,월요일+국가지정공휴일,08:00,21:00,08:00,21:00,00:00,24:00,204,80025,7,1791,5,14,충청남도 논산시 연무읍 안심로47번길 6-11,충청남도 논산시청,041-746-8990,2911,1511,http://lib.nonsan.go.kr/lib/sub01_04_02.do,36.12620527,127.0973608,2020-04-23,4540000,충청남도 논산시
이천시립도서관,경기도,이천시,공공도서관,"매주월요일, 국가지정공휴일",08:00,23:00,08:00,23:00,08:00,23:00,473,186636,72,12911,7,14,경기도 이천시 설봉로81번길 50,경기도 이천시청,031-644-4351,5711,3296,http://www.icheonlib.go.kr,37.286745,127.436913,2020-06-29,4070000,경기도 이천시
이천시립청미도서관,경기도,이천시,공공도서관,"매주월요일, 국가지정공휴일",08:00,23:00,08:00,23:00,08:00,23:00,490,110059,50,3944,7,14,경기도 이천시 장호원읍 서동대로8829번길 53-6,경기도 이천시청,031-644-4371,3305,1955,http://www.icheonlib.go.kr,37.11694045,127.6152057,2020-06-29,4070000,경기도 이천시
이천시립어린이도서관,경기도,이천시,어린이도서관,"매주월요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,280,86746,38,5662,7,14,경기도 이천시 남천로 31,경기도 이천시청,031-644-4381,11168,2158,http://www.icheonlib.go.kr,37.2782608,127.4410593,2020-06-29,4070000,경기도 이천시
이천시립효양도서관,경기도,이천시,공공도서관,"매주금요일 ,국가지정공휴일",08:00,23:00,08:00,23:00,08:00,23:00,550,110341,64,2860,7,14,경기도 이천시 부발읍 경충대로2250번길 35,경기도 이천시청,031-644-4391,4515,3484,http://www.icheonlib.go.kr,37.26158189,127.4779809,2020-06-29,4070000,경기도 이천시
이천시립마장도서관,경기도,이천시,공공도서관,"매주월요일, 국가지정공휴일",08:00,23:00,08:00,23:00,08:00,23:00,184,31252,39,0,7,14,경기도 이천시 마장면 마장로 11,경기도 이천시청,031-645-3440,2000,1385,http://www.icheonlib.go.kr,37.2539292,127.3541365,2020-06-29,4070000,경기도 이천시
군산시립도서관(자료열람실),전라북도,군산시,공공도서관,매주 월요일 및 국가지정 공휴일(일요일 운영시간 토요일과 동일),09:00,22:00,09:00,17:00,00:00,00:00,330,151942,74,18651,5,14,전라북도 군산시 축동로 72,전라북도 군산시청,063-454-5620,2450,5736,http://lib.gunsan.go.kr,35.96608858,126.7113646,2020-07-10,4670000,전라북도 군산시
군산시립도서관(학습실),전라북도,군산시,공공도서관,"명절, 선거일",07:00,23:00,07:00,23:00,07:00,23:00,462,0,0,0,0,0,전라북도 군산시 축동로 72,전라북도 군산시청,063-454-5620,2450,5736,http://lib.gunsan.go.kr,35.96608858,126.7113646,2020-07-10,4670000,전라북도 군산시
늘푸른도서관,전라북도,군산시,공공도서관,매주 일요일 및 국가지정 공휴일,09:00,22:00,09:00,17:00,00:00,00:00,220,77926,44,0,5,14,전라북도 군산시 하나운로 17,전라북도 군산시청,063-454-5980,2776,2338,http://lib.gunsan.go.kr,35.96051754,126.6990535,2020-07-10,4670000,전라북도 군산시
설림도서관(자료열람실),전라북도,군산시,공공도서관,매주 일요일 및 국가지정 공휴일,09:00,22:00,09:00,17:00,00:00,00:00,83,54374,37,0,5,14,전라북도 군산시 설림길 25,전라북도 군산시청,063-454-5700,3392,1157,http://lib.gunsan.go.kr,35.9730164,126.6843977,2020-07-10,4670000,전라북도 군산시
설림도서관(학습실),전라북도,군산시,공공도서관,"명절, 선거일",07:00,22:00,07:00,22:00,07:00,22:00,136,0,0,0,0,0,전라북도 군산시 설림길 25,전라북도 군산시청,063-454-5700,3392,1157,http://lib.gunsan.go.kr,35.9730164,126.6843977,2020-07-10,4670000,전라북도 군산시
임피채만식도서관,전라북도,군산시,공공도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,80,34055,9,0,5,14,전라북도 군산시 임피면 임피향교길 39,전라북도 군산시청,063-454-5655,2317,693,http://lib.gunsan.go.kr,35.9875442503,126.8484693,2020-07-10,4670000,전라북도 군산시
구암작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,32,21428,12,0,5,14,전라북도 군산시 구암3.1로 245,전라북도 군산시청,063-454-5657,310,166,http://lib.gunsan.go.kr,35.9851392,126.7445904,2020-07-10,4670000,전라북도 군산시
미성작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,50,20510,9,0,5,14,전라북도 군산시 동아로 11,전라북도 군산시청,063-454-5658,313,313,http://lib.gunsan.go.kr,35.9612600012,126.6754742,2020-07-10,4670000,전라북도 군산시
월명작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,63,18800,13,0,5,14,전라북도 군산시 구영7길 6,전라북도 군산시청,063-454-5659,236,236,http://lib.gunsan.go.kr,35.9841665,126.7088439,2020-07-10,4670000,전라북도 군산시
미룡작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,57,23874,11,0,5,14,전라북도 군산시 미룡로 42,전라북도 군산시청,063-454-5661,210,210,http://lib.gunsan.go.kr,35.94144136,126.6896169,2020-07-10,4670000,전라북도 군산시
흥남작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,48,21158,12,0,5,14,전라북도 군산시 풍문2길 35,전라북도 군산시청,063-454-5660,200,200,http://lib.gunsan.go.kr,35.9787387,126.7191245,2020-07-10,4670000,전라북도 군산시
나포작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,58,16679,11,0,5,14,전라북도 군산시 나포면 교동2길 5,전라북도 군산시청,063-454-5662,238,238,http://lib.gunsan.go.kr,36.03097604,126.8319975,2020-07-10,4670000,전라북도 군산시
조촌작은도서관,전라북도,군산시,작은도서관,매주 월요일 및 국가지정 공휴일(일요일 운영시간 토요일과 동일),09:00,18:00,10:00,19:00,00:00,00:00,25,13169,9,0,5,14,전라북도 군산시 양안로 133,전라북도 군산시청,063-452-0401,192,192,http://lib.gunsan.go.kr,35.9742595,126.7435428,2020-07-10,4670000,전라북도 군산시
나운작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,50,17648,9,0,5,14,전라북도 군산시 대학로 330,전라북도 군산시청,063-454-5663,184,184,http://lib.gunsan.go.kr,35.9641746,126.6925921,2020-07-10,4670000,전라북도 군산시
산단작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,46,11985,7,0,5,14,전라북도 군산시 산단남북로 169,전라북도 군산시청,063-461-5130,201.6,201.6,http://lib.gunsan.go.kr,35.96114632,126.5604877,2020-07-10,4670000,전라북도 군산시
서수작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,28,10031,7,0,5,14,전라북도 군산시 서수면 탑천로 596,전라북도 군산시청,063-454-5665,162,162,http://lib.gunsan.go.kr,35.98120788,126.8778423,2020-07-10,4670000,전라북도 군산시
성산작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,30,7801,10,0,5,14,전라북도 군산시 성산면 송호로 220,전라북도 군산시청,063-454-5666,196,196,http://lib.gunsan.go.kr,35.98941012,126.7859381,2020-07-10,4670000,전라북도 군산시
솔로몬도서관,울산광역시,중구,작은도서관,매주월요일,13:00,18:30,13:00,18:30,00:00,00:00,18,1300,1,0,3,14,울산광역시 중구 학성4길 61(학성동),,052-285-0583,,,,35.5581110008,129.3319701989,2019-12-18,3690000,울산광역시 중구
중동작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,15,1941,5,0,5,14,전라북도 군산시 서래안2길 22,전라북도 군산시청,063-454-5667,157,157,http://lib.gunsan.go.kr,35.9833145,126.7264798,2020-07-10,4670000,전라북도 군산시
개정작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,244,2947,6,0,5,14,전라북도 군산시 번영로 329,전라북도 군산시청,063-454-5668,157,157,http://lib.gunsan.go.kr,35.96408024,126.7532056,2020-07-10,4670000,전라북도 군산시
경기의정부교육도서관,경기도,의정부시,공공도서관,"매주월요일, 국가지정 공휴일 (다만, 일요일은 개관하되, 일요일과 다른 공휴일이겹치는 경우에는 휴관), 코로나 임시휴관중",09:00,20:00,09:00,17:00,09:00,17:00,270,121544,65,8043,10,14,경기도 의정부시 체육로 265-25 (녹양초등학교 내 위치),경기도교육청,031-836-9504,3390,2092,http://www.ujblib.or.kr,37.762902,127.036012,2020-07-10,7531298,경기도교육청 경기의정부교육도서관
